,Track,Job Role,TSC,Minimum Level
2244,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Business Needs Analysis,Level 5
2245,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Business Negotiation,Level 5
2246,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Business Performance Management,Level 5
2247,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Business Requirements Mapping,Level 5
2248,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Change Management,Level 5
2249,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Emerging Technology Synthesis,Level 5
2250,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Organisational Analysis,Level 5
2251,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Product Management,Level 6
2252,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Project Management,Level 6
2253,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,6,NA
2254,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Software Testing,Level 4
2255,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Solution Architecture,Level 5
2256,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Strategy Implementation,Level 4
2257,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,Test,NA
2258,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx, Planning,Level 5
2259,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx,*Note: Technical Skills and Competencies (TSCs) with,NA
2260,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx, an,NA
2261,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx, asterisk (*),NA
2262,Map_Top_5_CCS/8. Product Development/,Head of Software Engineering.docx, ,NA
2263,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Business Continuity,NA
2264,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2265,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Business Risk Management,NA
2266,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2267,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Continuous Integration and Continuous Deployment,NA
2268,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 5
2269,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Enterprise Architecture,NA
2270,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2271,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,IT Strategy,NA
2272,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2273,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Organisational Analysis,NA
2274,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2275,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Organisational Design,NA
2276,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2277,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Partnership,NA
2278,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, Management,NA
2279,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2280,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Portfolio Management,NA
2281,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2282,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Solution,NA
2283,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, Architecture,NA
2284,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2285,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Stakeholder Management,NA
2286,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2287,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Strategy,NA
2288,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, Planning,NA
2289,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*,Level 6
2290,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Agile Software,NA
2291,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, Development,Level 6
2292,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Applications Development,Level 5
2293,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Artificial Intelligence Application,Level 6
2294,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Automation Management,Level 6
2295,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Budgeting,Level 6
2296,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Business Agility,Level 6
2297,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Business Negotiation,Level 5
2298,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Change,NA
2299,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, Management,Level 6
2300,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Emerging Technology Synthesis,Level 6
2301,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Learning and Development,Level 6
2302,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Networking,Level 5
2303,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,People and Performance Management,Level 5
2304,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Performance Management,Level 6
2305,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Product Management,Level 6
2306,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Quality Standards,Level 6
2307,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Software Design,Level 6
2308,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Software Testing,Level 4
2309,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Sustainability Management,Level 6
2310,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,System Integration,Level 6
2311,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,Test Planning,Level 5
2312,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,*Note: Technical Skills and Competencies (TSCs) wit,NA
2313,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,h an,NA
2314,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, asterisk (*),NA
2315,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx, ,NA
2316,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,"refer to Priority Skills (i.e., TSCs to be ",NA
2317,Map_Top_5_CCS/8. Product Development/,Chief Technology Officer.docx,prioritised,NA
2318,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, ,NA
2319,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Audit and Compliance,NA
2320,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 3
2321,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Cyber and Data Breach Incident,NA
2322,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,NA
2323,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, Management,Level 3
2324,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Cyber Risk Management,NA
2325,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 4
2326,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Data Analytics,NA
2327,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 3
2328,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Data Governance,NA
2329,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 4
2330,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Network Security,NA
2331,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 4
2332,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Security Administration,NA
2333,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 3
2334,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Security Education and Awareness,NA
2335,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 3
2336,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,",", Level
2337,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, 4,NA
2338,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Security Governance,NA
2339,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 4
2340,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Security Programme Management,NA
2341,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*,Level 3
2342,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Agile Software Development,Level 3
2343,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,AI Ethics and Governance,Level 2
2344,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,3,NA
2345,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Applications Development,Level 3
2346,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Business Continuity,Level 4
2347,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Business Needs Analysis,Level 3
2348,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Cyber Forensics,Level 2
2349,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,IT Governance,Level 4
2350,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Partnership Management,Level 3
2351,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Process Improvement and Optimisation,Level 3
2352,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Product Management,Level 3
2353,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Quality Standards,Level 4
2354,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Software Design,Level 3
2355,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Software Testing,Level 2
2356,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Stakeholder Management,Level 2
2357,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Strategy Implementation,Level 3
2358,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Strategy Planning,Level 4
2359,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Test Planning,Level 2
2360,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Threat Analysis and Defence,Level 2
2361,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Threat Intelligence and Detection,Level 2
2362,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,*Note: ,NA
2363,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,Technical Skills and Competencies (TSCs),NA
2364,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, with,NA
2365,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, an,NA
2366,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, asterisk (*) ,NA
2367,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx,refer,NA
2368,Map_Top_5_CCS/8. Product Development/,Product Security Engineer.docx, to,NA
2369,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Budgeting,NA
2370,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2371,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Agility,NA
2372,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2373,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Innovation,NA
2374,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2375,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Customer Experience Management,NA
2376,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2377,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Design Concepts Generation,NA
2378,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2379,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Design Thinking Practice,NA
2380,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2381,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Learning and Development,NA
2382,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2383,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Narrative Design,NA
2384,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, in Product Development*,Level 4
2385,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Partnership Management,NA
2386,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2387,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,People and Performance Management,NA
2388,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 3
2389,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Process Improvement and Optimisation,NA
2390,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2391,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Stakeholder Management,NA
2392,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 4
2393,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,User Experience Design,NA
2394,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2395,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,User Interface Design,NA
2396,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*,Level 5
2397,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Artificial Intelligence Application,NA
2398,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, in Product Development,Level 3
2399,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Automation Management,NA
2400,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, in Product Development,Level 2
2401,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Brand Management,Level 5
2402,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Development,Level 5
2403,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Environment Analysis,Level 4
2404,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Needs Analysis,Level 4
2405,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Business Requirements Mapping,Level 5
2406,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Data Analytics,Level 4
2407,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Data Visualisation,NA
2408,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, and Storyboarding,Level 5
2409,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Demand Analysis,Level 5
2410,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Emerging Technology Synthesis,Level 3
2411,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Manpower Planning,Level 3
2412,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Market Research,Level 5
2413,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Networking,Level 4
2414,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Product Management,Level 5
2415,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Project Management,Level 4
2416,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Quality Standards,Level 4
2417,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Solution Architecture,Level 4
2418,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Strategy Planning,Level 4
2419,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,Test Planning,Level 5
2420,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,User Testing and Usability Testing,Level 5
2421,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,*Note: Technical Skills and Competencies (TSCs) with,NA
2422,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, an,NA
2423,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, asterisk (*),NA
2424,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx, ,NA
2425,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,"refer to Priority Skills (i.e., TSCs to be ",NA
2426,Map_Top_5_CCS/8. Product Development/,Lead Product Designer.docx,prioritised,NA
2427,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Critical Core,NA
2428,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx, Skills,NA
2429,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Budgeting,NA
2430,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2431,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Agility,NA
2432,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2433,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Development,NA
2434,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2435,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Innovation,NA
2436,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2437,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Needs Analysis,NA
2438,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2439,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Performance Management,NA
2440,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2441,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Customer Experience Management,NA
2442,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2443,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Emerging Technology Synthesis,NA
2444,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2445,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Manpower Planning,NA
2446,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2447,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Networking,NA
2448,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2449,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Partnership Management,NA
2450,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2451,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,People and Performance Management,NA
2452,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2453,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Performance Management,NA
2454,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2455,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Portfolio Management,NA
2456,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2457,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Pricing Strategy,NA
2458,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2459,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Product Management,NA
2460,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2461,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Project Management,NA
2462,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2463,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Stakeholder Management,NA
2464,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2465,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Strategy Implementation,NA
2466,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 4
2467,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Strategy Planning,NA
2468,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*,Level 5
2469,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Artificial Intelligence Application,NA
2470,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx, in Product Development,Level 3
2471,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Automation Management,NA
2472,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx, in Product Development,Level 3
2473,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Environment Analysis,Level 4
2474,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Business Requirements Mapping,Level 5
2475,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Data Analytics,Level 4
2476,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Demand Analysis,Level 5
2477,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Design Concepts Generation,Level 4
2478,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Design Thinking Practice,Level 5
2479,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Learning and Development,Level 5
2480,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,Market Research,Level 4
2481,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,User Experience Design,Level 4
2482,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,User Interface Design,Level 5
2483,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,*Note: Technical Skills and Competencies (TSCs) with ,NA
2484,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,an ,NA
2485,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx,asterisk (*),NA
2486,Map_Top_5_CCS/8. Product Development/,Lead Product Manager.docx, ,NA
2487,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Customer Experience Management,NA
2488,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 3
2489,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Design Concepts Generation,NA
2490,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 4
2491,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Design Thinking Practice,NA
2492,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 4
2493,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Narrative Design,NA
2494,Map_Top_5_CCS/8. Product Development/,Product Designer.docx, in Product Development,NA
2495,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 3
2496,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Partnership Management,NA
2497,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 3
2498,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Process Improvement and Optimisation,NA
2499,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 4
2500,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Stakeholder Management,NA
2501,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 3
2502,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,User Experience Design,NA
2503,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 4
2504,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,User Interface Design,NA
2505,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*,Level 4
2506,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Artificial Intelligence Application,NA
2507,Map_Top_5_CCS/8. Product Development/,Product Designer.docx, in Product Development,Level 3
2508,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Automation Management,NA
2509,Map_Top_5_CCS/8. Product Development/,Product Designer.docx, in Product Development,Level 2
2510,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Brand Management,Level 4
2511,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Business Development,Level 4
2512,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Business Environment Analysis,Level 3
2513,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Business Innovation,Level 4
2514,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Business ,NA
2515,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Needs Analysis,Level 3
2516,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Business Requirements Mapping,Level 4
2517,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Data Analytics,Level 3
2518,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Data Visualisation,NA
2519,Map_Top_5_CCS/8. Product Development/,Product Designer.docx, and Storyboarding,Level 4
2520,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Demand Analysis,Level 4
2521,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Emerging Technology Synthesis,Level 3
2522,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Market Research,Level 3
2523,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Networking,Level 3
2524,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Product Management,Level 4
2525,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Project Management,Level 3
2526,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Quality Standards,Level 4
2527,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,Test Planning,Level 4
2528,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,User Testing and Usability Testing,Level 4
2529,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,*Note: Technical Skills and Competencies (TSCs) with ,NA
2530,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,an ,NA
2531,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,asterisk (*),NA
2532,Map_Top_5_CCS/8. Product Development/,Product Designer.docx, ,NA
2533,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,"refer to Priority Skills (i.e., TSCs to be ",NA
2534,Map_Top_5_CCS/8. Product Development/,Product Designer.docx,prioritised,NA
2535,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Cloud Computing,NA
2536,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level 4
2537,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Cyber and Data Breach Incident Management,NA
2538,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level
2539,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx, ,NA
2540,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,3,NA
2541,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Disaster Recovery Management,NA
2542,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level
2543,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx, 4,NA
2544,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Infrastructure Support,NA
2545,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level
2546,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx, 3,NA
2547,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Performance Management,NA
2548,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level
2549,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx, 4,NA
2550,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,Problem Management,NA
2551,Map_Top_5_CCS/8. Product Development/,Site Reliability Engineer.docx,*,Level
